taxa,empP,circa_p,people,day1_9,day1_13,day1_17,day1_21,day2_9,day2_13,day2_17,day2_21,sum,number_exist,p,group1,group2,group3,group4
Inoviridae.sp.,0.508491508,0.075283552,P16,0.007019193,0.000421272,0.003680548,6.03E-05,0.016185901,0.000847946,0.000805059,0.007751025,0.036771244,8,0.075283552,P16,Inoviridae.sp.,set2,unclassified Inoviridae
Inoviridae.sp.,0.125069836,0.063652213,P18,0.002682396,0.000347715,0.000194227,0.000227045,0.000843993,2.17E-05,0.000169356,0.0007725,0.005258932,8,0.063652213,P18,Inoviridae.sp.,set2,unclassified Inoviridae
Inoviridae.sp.,0.137862138,0.063141681,P24,0.000297915,0.000157104,2.78E-05,0,0.000762702,5.54E-06,0.000128891,9.70E-05,0.001476952,7,0.060939061,P24,Inoviridae.sp.,set2,unclassified Inoviridae
Inoviridae.sp.,0.156251964,0.052885626,P08,0.00267992,0.000805349,0.00015857,0.001653291,0.00049896,0.000386013,8.77E-06,0.001843351,0.008034224,8,0.052885626,P08,Inoviridae.sp.,set1,unclassified Inoviridae
Inoviridae.sp.,0.060939061,0.04665831,P26,0.005062874,0.000326499,0.000177699,0.00087191,0.013750536,0.001319099,0.000260137,0.008357604,0.030126358,8,0.04665831,P26,Inoviridae.sp.,set2,unclassified Inoviridae
Inoviridae.sp.,0.230769231,0.026715031,P20,0.002832385,0.000264983,0.000102867,0,0.006211088,0.000182557,0.000192347,0.001644994,0.011431221,7,0.026715031,P20,Inoviridae.sp.,set2,unclassified Inoviridae
Inoviridae.sp.,0.137862138,0.007040759,P13,5.99E-05,0.001264696,0.000551063,0.019268654,0.000148267,0.000275498,9.77E-05,0.016661659,0.038327437,8,0.007040759,P13,Inoviridae.sp.,set2,unclassified Inoviridae
Inoviridae.sp.,0.125069836,0.004976096,P14,0.000821988,0.000530553,0.000996951,0.00397863,0.000849586,0.000492768,1.17E-05,0.003726222,0.011408398,8,0.004976096,P14,Inoviridae.sp.,set2,unclassified Inoviridae
Lancefieldella.parvula,0.125069836,0.141673073,P18,0.00307687,0.000183725,0.000220732,0.000436705,0.027473673,0.000292178,0.000973417,0.001732885,0.034390185,8,0.125069836,P18,Lancefieldella.parvula,set2,Lancefieldella
Lancefieldella.parvula,0.08991009,0.084593235,P09,0.008482722,4.25E-05,0.003209133,0.047063641,0.026302314,0.008439924,0.009831667,0.012903762,0.116275663,8,0.076767858,P09,Lancefieldella.parvula,set1,Lancefieldella
Lancefieldella.parvula,0.216783217,0.07478171,P24,0.06039402,0.003289361,0.001678298,0.000820341,0.249663725,0.000766335,0.000284425,0.003571537,0.320468042,8,0.07478171,P24,Lancefieldella.parvula,set2,Lancefieldella
Lancefieldella.parvula,0.350649351,0.069076411,P17,0.230878915,0.002189619,0.055646492,0.008693049,0.102651603,0.01102678,0.008490916,0.013944743,0.433522117,8,0.069076411,P17,Lancefieldella.parvula,set2,Lancefieldella
Lancefieldella.parvula,0.125069836,0.067365944,P15,0.02398091,0.002565891,0.012692166,0.006689236,0.038917765,0.000284472,0.005004171,0.000484952,0.090619563,8,0.067365944,P15,Lancefieldella.parvula,set2,Lancefieldella
Lancefieldella.parvula,0.230769231,0.059257394,P27,0.02288331,5.29E-05,0.005800349,0,0.010919048,0.004161399,0.00082686,0.000411593,0.045055459,7,0.059257394,P27,Lancefieldella.parvula,set2,Lancefieldella
Lancefieldella.parvula,0.125069836,0.048888009,P22,0.005145307,0.001329303,0.002159092,0.007704987,0.005559037,0.001391341,0.001814005,0.001939982,0.027043054,8,0.048888009,P22,Lancefieldella.parvula,set2,Lancefieldella
Lancefieldella.parvula,0.230769231,0.028553844,P13,0.000144897,0.002196613,0.000233051,0.236419775,0.000204474,0.000954523,0.00091049,0.103826661,0.344890484,8,0.028553844,P13,Lancefieldella.parvula,set2,Lancefieldella
Lancefieldella.parvula,0.125069836,0.101616378,P19,0.004597711,0.000529598,0.001095995,0.001133267,0.016419533,0.003232328,0.00254687,0.0003382,0.029893502,8,0.027972028,P19,Lancefieldella.parvula,set2,Lancefieldella
Lancefieldella.parvula,0.125069836,0.026320679,P21,0.169245622,0.001377965,0.004036523,0.006917145,0.253215695,0.003554394,0.051454921,0.004402124,0.494204389,8,0.026320679,P21,Lancefieldella.parvula,set2,Lancefieldella
Lancefieldella.parvula,0.508491508,0.025734792,P23,0.078876734,0.004563922,0.007188064,0.001858492,0.038277914,0.006646552,0.002328957,0.007409501,0.147150136,8,0.025734792,P23,Lancefieldella.parvula,set2,Lancefieldella
Lancefieldella.parvula,0.216783217,0.021686143,P26,0.055213933,0.005311591,0.001555207,0.003356521,0.075106506,0.009463889,0.003462904,0.06171563,0.215186181,8,0.021686143,P26,Lancefieldella.parvula,set2,Lancefieldella
Lancefieldella.parvula,0.125069836,0.010998612,P14,0.00287497,0.002846695,0.004083275,0.056136628,0.005345479,0.007504428,0.000394196,0.043343879,0.12252955,8,0.010998612,P14,Lancefieldella.parvula,set2,Lancefieldella
Lancefieldella.parvula,0.008991009,0.15011508,P16,0.289229435,0.003653487,0.002804748,0.000181869,0.024994859,0.01747349,0.002324433,0.001793107,0.342455428,8,0.008991009,P16,Lancefieldella.parvula,set2,Lancefieldella
Lancefieldella.parvula,0.216783217,0.007635261,P20,0.028077006,0.000735914,0.00245763,0.000826553,0.032191561,0.001947931,0.003081196,0.005762856,0.075080647,8,0.007635261,P20,Lancefieldella.parvula,set2,Lancefieldella
Lancefieldella.parvula,0.125069836,0.006459062,P06,0.272976772,0.000876864,0.005510968,0.021796878,0.259806932,0.00037554,0.018254715,0.002110342,0.581709011,8,0.006459062,P06,Lancefieldella.parvula,set2,Lancefieldella
Lancefieldella.parvula,0.076767858,0.003816332,P08,0.019548582,0.002076092,0.000550214,0.001653291,0.017634871,0.001582293,8.17E-05,0.011194362,0.054321405,8,0.003816332,P08,Lancefieldella.parvula,set1,Lancefieldella
Mycoplasma.hominis,0.027972028,0.02005114,P23,0.00247426,0.00130169,0.0007804,0.00221682,0.002800049,0.000355149,0.001974091,0.002367494,0.014269953,8,0.02005114,P23,Mycoplasma.hominis,set2,Mycoplasma
Mycoplasma.hominis,0.038961039,0.004263826,P08,0.000545727,0.00046967,0,0,0.000340585,0.000249718,0,0,0.0016057,4,0.004263826,P08,Mycoplasma.hominis,set1,Mycoplasma
Neisseria.elongata,0.216783217,0.105701052,P17,0.174047334,0.015495743,0.134343231,0.084139622,0.158653986,0.045617988,0.007678003,0.059901407,0.679877314,8,0.105701052,P17,Neisseria.elongata,set2,Neisseria
Neisseria.elongata,0.060939061,0.10318018,P21,0.074343422,0.003639284,0.015433226,0.006427165,0.319568589,0.002852577,0.025109331,0.026304321,0.473677915,8,0.10318018,P21,Neisseria.elongata,set2,Neisseria
Neisseria.elongata,0.230769231,0.091238959,P24,0.005816766,0.000827212,0.000110297,0,0.01772178,8.71E-05,0.003519649,0.000554469,0.028637273,7,0.091238959,P24,Neisseria.elongata,set2,Neisseria
Neisseria.elongata,0.156251964,0.086013365,P08,0.014248708,0.007299463,0.000790182,0.007825587,0.003417849,0.002499257,0.000187517,0.012179483,0.048448046,8,0.086013365,P08,Neisseria.elongata,set1,Neisseria
Neisseria.elongata,0.027972028,0.067206068,P22,0.00360444,0.004113993,0.002461135,0.015101116,0.005866695,0.001965397,0.001692339,0.005990163,0.040795278,8,0.067206068,P22,Neisseria.elongata,set2,Neisseria
Neisseria.elongata,0.216783217,0.063354805,P18,0.007651627,0.000911478,0.000559551,0.000435254,0.002415522,9.87E-05,0.000356211,0.001641464,0.014069807,8,0.063354805,P18,Neisseria.elongata,set2,Neisseria
Neisseria.elongata,0.125069836,0.020028581,P26,0.082349618,0.007246592,0.013106426,0.037055647,0.148278587,0.058111856,0.014566664,0.077283189,0.437998579,8,0.020028581,P26,Neisseria.elongata,set2,Neisseria
Neisseria.elongata,0.060939061,0.015307998,P14,0.007244152,0.002753111,0.004596858,0.038383398,0.025883579,0.01219081,0.000121068,0.052373722,0.143546698,8,0.015307998,P14,Neisseria.elongata,set2,Neisseria
Neisseria.elongata,0.027972028,0.015136686,P13,0.016578966,0.020906894,0.002649564,0.358896145,0.068929299,0.01032763,0.008066697,0.205383403,0.691738598,8,0.015136686,P13,Neisseria.elongata,set2,Neisseria
Neisseria.elongata,0.027972028,0.014291488,P19,0.00610131,0.003776722,0.000929027,0.001038269,0.013170804,0.003904603,0.000960776,0.000292947,0.030174458,8,0.014291488,P19,Neisseria.elongata,set2,Neisseria
Neisseria.elongata,0.027972028,0.009858108,P20,0.081549927,0.006818411,0.002161447,0.014122359,0.124110896,0.001190949,0.001797273,0.078644699,0.310395961,8,0.009858108,P20,Neisseria.elongata,set2,Neisseria
Neisseria.meningitidis,0.076767858,0.149129829,P07,0.002200436,0.000866423,0.002692462,0.027780833,0.000673549,0.000295292,0.019358032,0.003248199,0.057115226,8,0.076767858,P07,Neisseria.meningitidis,set1,Neisseria
Neisseria.meningitidis,0.060939061,0.078105711,P26,0.057627872,0.006005704,0.002069035,0.010558187,0.196234909,0.0139295,0.004621366,0.162134718,0.453181291,8,0.060939061,P26,Neisseria.meningitidis,set2,Neisseria
Neisseria.meningitidis,0.034965035,0.035787633,P08,0.045195625,0.012460116,0.004537824,0.025240264,0.014913373,0.006711541,0,0.05541625,0.164474993,7,0.035787633,P08,Neisseria.meningitidis,set1,Neisseria
Neisseria.meningitidis,0.350649351,0.024333237,P16,0.049532413,0.001786566,0.013268256,0.000208023,0.067783425,0.010892973,0.003616606,0.034978471,0.182066733,8,0.024333237,P16,Neisseria.meningitidis,set2,Neisseria
Neisseria.meningitidis,0.216783217,0.023256402,P20,0.075019779,0.005584502,0.001906459,0.004145285,0.162066209,0.004804696,0.004950188,0.040132991,0.298610109,8,0.023256402,P20,Neisseria.meningitidis,set2,Neisseria
Neisseria.meningitidis,0.030969031,0.017607009,P18,0.02666729,0,0,0.003982077,0.013588864,0,0.003074177,0.011395452,0.05870786,5,0.017607009,P18,Neisseria.meningitidis,set2,Neisseria
Neisseria.meningitidis,0.060939061,0.015792566,P19,0.001991646,0.000165838,5.52E-05,0.000184559,0.003445587,0.001519115,0.000325982,0,0.007687927,7,0.015792566,P19,Neisseria.meningitidis,set2,Neisseria
Neisseria.meningitidis,0.230769231,0.009312482,P13,0.000638261,0.004200134,0.001496296,0.067282953,0.003405481,0.001068089,0.001132552,0.048172199,0.127395965,8,0.009312482,P13,Neisseria.meningitidis,set2,Neisseria
Neisseria.meningitidis,0.125069836,0.066863454,P21,0.226228978,0.002746933,0.088931964,0.018743815,0.178366857,0.006725175,0.055084924,0.104624998,0.681453644,8,0.008991009,P21,Neisseria.meningitidis,set2,Neisseria
Neisseria.meningitidis,0.37962038,0.006722312,P14,0.006490805,0.002822855,0.006727316,0.06116936,0.003300959,0.006505372,9.35E-05,0.052343333,0.1394535,8,0.006722312,P14,Neisseria.meningitidis,set2,Neisseria
Neisseria.mucosa,0.156251964,0.098508438,P08,0.202832667,0.079860765,0.006036124,0.08707341,0.034926334,0.029188104,0.000342064,0.124031476,0.564290944,8,0.098508438,P08,Neisseria.mucosa,set1,Neisseria
Neisseria.mucosa,0.125069836,0.082079757,P18,0.14063196,0.024422241,0.011697956,0.013497668,0.039222463,0.000982462,0.010053879,0.037315779,0.277824408,8,0.082079757,P18,Neisseria.mucosa,set2,Neisseria
Neisseria.mucosa,0.37962038,0.074305493,P06,0.227339875,0,0.009774851,0.008860934,0.142837596,0,0.084373781,0.002145735,0.475332772,6,0.074305493,P06,Neisseria.mucosa,set2,Neisseria
Neisseria.mucosa,0.125069836,0.032207172,P21,0.636330996,0.009301788,0.173633126,0.069728589,1.084230886,0.016035925,0.107129336,0.115508326,2.211898972,8,0.032207172,P21,Neisseria.mucosa,set2,Neisseria
Neisseria.mucosa,0.125069836,0.031035516,P26,0.31773239,0.03443894,0.01505626,0.05300052,0.68728747,0.08294612,0.03550864,0.3966038,1.62257414,8,0.031035516,P26,Neisseria.mucosa,set2,Neisseria
Neisseria.mucosa,0.027972028,0.030078592,P19,0.00705441,0.000742618,0.000195926,0.000670851,0.014836522,0.006490877,0.001816695,5.48E-05,0.031862699,8,0.030078592,P19,Neisseria.mucosa,set2,Neisseria
Neisseria.mucosa,0.350649351,0.024388461,P16,0.460496221,0.011102243,0.136994374,0.001342872,0.729093008,0.121739524,0.029861906,0.221807069,1.712437217,8,0.024388461,P16,Neisseria.mucosa,set2,Neisseria
Neisseria.mucosa,0.216783217,0.022820793,P14,0.031600272,0.013317201,0.028549096,0.331176799,0.016424715,0.026264148,0.000426146,0.171703862,0.619462239,8,0.022820793,P14,Neisseria.mucosa,set2,Neisseria
Neisseria.mucosa,0.060939061,0.013790963,P20,0.62887229,0.15792491,0.02163728,0.14123776,1.26729125,0.07335265,0.04072527,0.34070674,2.67174815,8,0.013790963,P20,Neisseria.mucosa,set2,Neisseria
Neisseria.mucosa,0.137862138,0.009286086,P13,0.002862752,0.12487414,0.068248822,2.153245153,0.0058282,0.021194165,0.004057879,1.575154358,3.955465469,8,0.009286086,P13,Neisseria.mucosa,set2,Neisseria
Olsenella.sp..oral.taxon.807,0.216783217,0.114111464,P14,0.001718856,0.001027656,0.008205221,0.020970991,0.003072867,0.00158984,0.000218037,0.005133422,0.04193689,8,0.114111464,P14,Olsenella.sp..oral.taxon.807,set2,Olsenella
Olsenella.sp..oral.taxon.807,0.076767858,0.13680701,P08,0.000948953,0.000140516,9.94E-05,0.000275126,0.000984429,0.000176959,9.66E-06,0.004175326,0.006810369,8,0.076767858,P08,Olsenella.sp..oral.taxon.807,set1,Olsenella
Olsenella.sp..oral.taxon.807,0.125069836,0.070859402,P17,0.00514642,0.00068201,0.002018518,0.002036487,0.002584184,0.002289507,0.000160873,0.001598756,0.016516755,8,0.060939061,P17,Olsenella.sp..oral.taxon.807,set2,Olsenella
Olsenella.sp..oral.taxon.807,0.027972028,0.051999554,P16,0.001474855,0.000204023,6.50E-05,0,0.000409505,0.00061164,1.79E-05,0,0.002782923,6,0.051999554,P16,Olsenella.sp..oral.taxon.807,set2,Olsenella
Olsenella.sp..oral.taxon.807,0.027972028,0.046872701,P24,0.044692303,0.000738237,0.000435771,0.000360605,0.135251513,0.004746641,6.17E-05,0.001052296,0.187339066,8,0.046872701,P24,Olsenella.sp..oral.taxon.807,set2,Olsenella
Olsenella.sp..oral.taxon.807,0.37962038,0.040399973,P21,0.00743023,0.001502873,0.000405204,0.00098807,0.015858389,0.000487627,0.002737421,0.001184564,0.030594378,8,0.040399973,P21,Olsenella.sp..oral.taxon.807,set2,Olsenella
Olsenella.sp..oral.taxon.807,0.060939061,0.034332393,P06,0.006135167,0.005388516,0,0.001325315,0.013546084,0.000145542,0.00108521,5.88E-05,0.027684634,7,0.027972028,P06,Olsenella.sp..oral.taxon.807,set2,Olsenella
Olsenella.sp..oral.taxon.807,0.008991009,0.105091124,P19,0.000516093,0.00107204,0.000154023,0.000113692,0.002874236,0.000407737,0.000154379,0.000113997,0.005406197,8,0.027972028,P19,Olsenella.sp..oral.taxon.807,set2,Olsenella
Olsenella.sp..oral.taxon.807,0.350649351,0.021824062,P23,0.006176472,0.003222874,0.001633269,0.002698156,0.00444234,0.000907905,0.001278459,0.001317209,0.021676684,8,0.021824062,P23,Olsenella.sp..oral.taxon.807,set2,Olsenella
Olsenella.sp..oral.taxon.807,0.060939061,0.016948307,P20,0.011518014,0.010787257,0.000878673,0.004801515,0.014381699,0.001975196,0.000702624,0.002274519,0.047319497,8,0.016948307,P20,Olsenella.sp..oral.taxon.807,set2,Olsenella
Olsenella.sp..oral.taxon.807,0.008991009,0.013967387,P27,0.002564675,5.77E-05,0,0,0.001325475,0.0003808,0,0,0.00432865,4,0.013967387,P27,Olsenella.sp..oral.taxon.807,set2,Olsenella
Peptostreptococcus.anaerobius,0.125069836,0.013879503,P26,0.003239012,0.000898725,0,0.000286375,0.003142838,0.00051617,0.000201309,0.002844304,0.011128733,7,0.013879503,P26,Peptostreptococcus.anaerobius,set2,Peptostreptococcus
Porphyromonas.endodontalis,0.524475524,0.056657425,P21,0.007654144,0.000313212,0.000772905,0,0.005961607,0.000300243,0.002980852,0.000657334,0.018640297,7,0.056657425,P21,Porphyromonas.endodontalis,set2,Porphyromonas
Porphyromonas.endodontalis,0.034965035,0.131641713,P11,0.000438985,3.81E-05,0,0,4.47E-05,4.94E-05,0,0,0.000571185,4,0.034965035,P11,Porphyromonas.endodontalis,set1,Porphyromonas
Porphyromonas.endodontalis,0.137862138,0.057449936,P23,0.011868405,0.005951844,0.005170167,0.013622241,0.013186006,0.002347993,0.009385957,0.006880645,0.068413258,8,0.030969031,P23,Porphyromonas.endodontalis,set2,Porphyromonas
Porphyromonas.endodontalis,0.008991009,0.00056075,P17,0.002783674,0.001071337,0,0,0.002079433,0.001815711,0,0,0.007750155,4,0.00056075,P17,Porphyromonas.endodontalis,set2,Porphyromonas
Porphyromonas.gingivalis,0.060939061,0.064069263,P23,0.013394428,0.007700273,0.002725835,0.008681432,0.009795924,0.001192266,0.008506923,0.008984523,0.060981604,8,0.064069263,P23,Porphyromonas.gingivalis,set2,Porphyromonas
Porphyromonas.gingivalis,0.137862138,0.05359299,P27,0.010462511,0,0.001726316,0,0.004481015,0.001319255,0.000374904,0,0.018364001,5,0.05359299,P27,Porphyromonas.gingivalis,set2,Porphyromonas
Porphyromonas.gingivalis,0.137862138,0.051297689,P13,8.42E-05,0,0,0.003907873,0,0,0.000101255,0.001220026,0.005313354,4,0.051297689,P13,Porphyromonas.gingivalis,set2,Porphyromonas
Porphyromonas.gingivalis,0.350649351,0.037699449,P21,0.010249701,0.001021652,0.0012942,0.000194045,0.010795042,0.000534808,0.004186077,0.002050618,0.030326143,8,0.037699449,P21,Porphyromonas.gingivalis,set2,Porphyromonas
Porphyromonas.gingivalis,0.060939061,0.038273633,P14,0.00031087,0.000129136,0.000862817,0.003400057,0.000705426,0,3.04E-05,0.001276621,0.006715327,7,0.027972028,P14,Porphyromonas.gingivalis,set2,Porphyromonas
Porphyromonas.gingivalis,0.027972028,0.086823312,P19,0.000428202,0.000384491,0.000102382,0.00014989,0.001772298,0.001567704,0.000151971,9.32E-05,0.004650138,8,0.027972028,P19,Porphyromonas.gingivalis,set2,Porphyromonas
Porphyromonas.gingivalis,0.068931069,0.030501764,P26,0.002475234,0.000278977,0,0.000250392,0.005355006,0.000713367,0,0.003161296,0.012234272,6,0.008991009,P26,Porphyromonas.gingivalis,set2,Porphyromonas
Prevotella.dentalis,0.230769231,0.11328512,P17,0.00314931,0.000994028,0.002560962,0.000998036,0.002674784,0.001477371,0,0,0.011854491,6,0.11328512,P17,Prevotella.dentalis,set2,Prevotella
Prevotella.dentalis,0.182817183,0.080036494,P03,7.99E-05,0,0,0.000173946,9.56E-05,6.92E-06,0,0,0.000356366,4,0.076767858,P03,Prevotella.dentalis,set1,Prevotella
Prevotella.dentalis,0.508491508,0.033550758,P21,0.003436359,0.000124909,0.000528686,0,0.004464526,0.00021017,0.001217159,0.000971776,0.010953585,7,0.033550758,P21,Prevotella.dentalis,set2,Prevotella
Prevotella.dentalis,0.125069836,0.010728719,P23,0.003189501,0.000836032,0.000802702,0.002943451,0.002788491,0.00035412,0.001685028,0.001793028,0.014392353,8,0.010728719,P23,Prevotella.dentalis,set2,Prevotella
Prevotella.denticola,0.137862138,0.225489018,P15,0.000327428,0.000147815,0.000754847,0,0.002939166,0.000146007,0,0,0.004315263,5,0.137862138,P15,Prevotella.denticola,set2,Prevotella
Prevotella.denticola,0.030969031,0.121820128,P16,0.007815316,5.15E-05,0,7.51E-06,0.001212594,0.00385967,4.50E-05,0,0.01299159,6,0.121820128,P16,Prevotella.denticola,set2,Prevotella
Prevotella.denticola,0.508491508,0.080149321,P22,0.000355421,0.000116547,0.000141772,0.000396307,0.000747068,0.000156158,0.000118249,0,0.002031522,7,0.080149321,P22,Prevotella.denticola,set2,Prevotella
Prevotella.denticola,0.216783217,0.064130482,P24,0.004231599,0.00010544,4.43E-05,3.00E-05,0.015528904,1.79E-05,0,8.78E-05,0.020045943,7,0.064130482,P24,Prevotella.denticola,set2,Prevotella
Prevotella.denticola,0.060939061,0.171445064,P19,0.000209861,8.20E-05,4.78E-05,0.000199683,0.00555161,0.000171733,8.27E-05,0.001491038,0.007836425,8,0.060939061,P19,Prevotella.denticola,set2,Prevotella
Prevotella.denticola,0.216783217,0.043114364,P26,0.012151402,0.000206507,8.37E-05,0.000250392,0.034878188,0.003488266,0.000802745,0.003161296,0.055022496,8,0.043114364,P26,Prevotella.denticola,set2,Prevotella
Prevotella.denticola,0.350649351,0.038575785,P14,0.000297821,0.000158604,0.000595755,0.013465493,0.000344202,0.000519807,1.54E-05,0.005279307,0.020676389,8,0.038575785,P14,Prevotella.denticola,set2,Prevotella
Prevotella.denticola,0.038961039,0.018762741,P09,0.000189761,0,2.80E-05,0.000274154,0.000365207,0,6.42E-05,9.91E-05,0.001020422,6,0.018762741,P09,Prevotella.denticola,set1,Prevotella
Prevotella.denticola,0.350649351,0.018466867,P21,0.012904654,0.000199602,0.000916099,0.000220327,0.020996589,0.000306677,0.001780397,0.001035475,0.03835982,8,0.018466867,P21,Prevotella.denticola,set2,Prevotella
Prevotella.denticola,0.230769231,0.017905563,P06,0.013974813,0,0.001724944,0,0.012101611,0.000311583,0.001832699,7.95E-05,0.03002515,6,0.017905563,P06,Prevotella.denticola,set2,Prevotella
Prevotella.denticola,0.014985015,0.006089263,P08,0.002179604,0.000310861,0,0.000275126,0.001337377,0.000159549,0,0,0.004262517,5,0.006089263,P08,Prevotella.denticola,set1,Prevotella
Prevotella.fusca,0.068931069,0.062490966,P25,0.001095213,0,0.00029154,0,0.001102948,0.000399644,0.000541097,0,0.003430442,5,0.062490966,P25,Prevotella.fusca,set2,Prevotella
Prevotella.fusca,0.350649351,0.056853217,P22,0.00015757,0,6.99E-05,0.000168925,0.000233128,4.27E-05,0,0,0.000672223,5,0.056853217,P22,Prevotella.fusca,set2,Prevotella
Prevotella.fusca,0.047952048,0.038748506,P09,3.25E-05,0,0,0.000107609,0.000155067,0,0,4.60E-05,0.000341176,4,0.038748506,P09,Prevotella.fusca,set1,Prevotella
Prevotella.fusca,0.060939061,0.037512802,P24,0.001062227,4.88E-05,2.09E-05,0,0.002793465,0,0,0,0.003925392,4,0.037512802,P24,Prevotella.fusca,set2,Prevotella
Prevotella.fusca,0.068931069,0.032974474,P17,0.006711473,0.000344984,0,0,0.002722249,0,0.000123723,0,0.009902429,4,0.032974474,P17,Prevotella.fusca,set2,Prevotella
Prevotella.fusca,0.137862138,0.028823913,P14,0.000225885,0.00014582,0.001253138,0.010556837,0,0.000443425,0,0.004677528,0.017302633,6,0.028823913,P14,Prevotella.fusca,set2,Prevotella
Prevotella.fusca,0.524475524,0.026384381,P21,0.008458391,0.000204833,0.000957945,0.000138185,0.007656501,0.000664019,0.002513077,0.001957099,0.02255005,8,0.026384381,P21,Prevotella.fusca,set2,Prevotella
Prevotella.fusca,0.125069836,0.00186688,P23,0.014399748,0.003821298,0.002505651,0.008129527,0.01050108,0.001677626,0.003448878,0.007415246,0.051899054,8,0.00186688,P23,Prevotella.fusca,set2,Prevotella
Prevotella.histicola,0.508491508,0.104224503,P19,0.004067594,0.000376153,0.000907264,0.002815365,0.013551123,0.001482608,0.00238045,0.000130076,0.025710633,8,0.104224503,P19,Prevotella.histicola,set2,Prevotella
Prevotella.histicola,0.350649351,0.098601567,P25,0.193720512,0.002803209,0.11504646,0.100232054,0.266368836,0.083013699,0.064948444,0.00123319,0.827366404,8,0.098601567,P25,Prevotella.histicola,set2,Prevotella
Prevotella.histicola,0.508491508,0.081196236,P23,0.088524794,0.005364239,0.005153444,0.003486585,0.024294573,0.000869075,0.005351056,0.007507218,0.140550984,8,0.081196236,P23,Prevotella.histicola,set2,Prevotella
Prevotella.histicola,0.068931069,0.168899577,P16,0.615643682,0.001089628,0.001096117,6.46E-05,0.030606158,0.045207422,0.000803074,0.0005098,0.695020481,8,0.068931069,P16,Prevotella.histicola,set2,Prevotella
Prevotella.histicola,0.230769231,0.055250054,P18,0.109496196,0.003579132,0.000424518,0.000375649,0.340808078,0.001062628,0.012573511,0.010742051,0.479061763,8,0.055250054,P18,Prevotella.histicola,set2,Prevotella
Prevotella.histicola,0.027972028,0.039366987,P26,0.277666194,0.004746705,0.004572335,0.005169824,0.757769861,0.030365209,0.004042627,0.23455865,1.318891405,8,0.039366987,P26,Prevotella.histicola,set2,Prevotella
Prevotella.histicola,0.034965035,0.046209249,P09,0.000163281,0,2.24E-05,0.000592936,0.000733336,0,0.000118718,0.000252544,0.001883215,6,0.034965035,P09,Prevotella.histicola,set1,Prevotella
Prevotella.histicola,0.137862138,0.050226914,P13,7.76E-05,0.007534453,0.001081336,0.823356427,0.000159552,0.003356953,0.000271122,0.271362722,1.107200165,8,0.034965035,P13,Prevotella.histicola,set2,Prevotella
Prevotella.histicola,0.216783217,0.022443084,P21,0.773081929,0.006458609,0.028947571,0.017884892,1.387609575,0.015634081,0.116962092,0.030360834,2.376939583,8,0.022443084,P21,Prevotella.histicola,set2,Prevotella
Prevotella.histicola,0.216783217,0.020818958,P24,0.067757499,0.006086414,0.00204358,0.001227656,0.13957301,0.000327355,0.000331854,0.003270482,0.22061785,8,0.020818958,P24,Prevotella.histicola,set2,Prevotella
Prevotella.histicola,0.027972028,0.018547285,P22,0.009410356,0.001094394,0.003449056,0.00699298,0.01154618,0.001246394,0.001362072,0.001823856,0.036925288,8,0.018547285,P22,Prevotella.histicola,set2,Prevotella
Prevotella.histicola,0.034965035,0.015201193,P08,0.419230658,0.028696109,0.003231231,0.056211947,0.194544463,0.019953271,0.000763869,0.069225208,0.791856756,8,0.015201193,P08,Prevotella.histicola,set1,Prevotella
Prevotella.histicola,0.216783217,0.009819123,P06,1.226106802,0.002235476,0.020856522,0.06674756,0.914611495,0.001255069,0.082466806,0.004364514,2.318644244,8,0.009819123,P06,Prevotella.histicola,set2,Prevotella
Prevotella.jejuni,0.350649351,0.114057075,P19,0.000859992,3.63E-05,0.000137461,0.000407524,0.003790379,0.000180473,0.000446282,2.41E-05,0.005882511,8,0.114057075,P19,Prevotella.jejuni,set2,Prevotella
Prevotella.jejuni,0.216783217,0.101997673,P17,0.163015146,0.002242079,0.0426856,0.002484126,0.059535684,0.005049528,0.003566272,0.002092813,0.280671248,8,0.101997673,P17,Prevotella.jejuni,set2,Prevotella
Prevotella.jejuni,0.030969031,0.076103412,P16,0.178754973,0.000791459,0.000766423,1.51E-05,0.041892916,0.036590736,0.000488825,0.00053385,0.259834282,8,0.076103412,P16,Prevotella.jejuni,set2,Prevotella
Prevotella.jejuni,0.350649351,0.072795086,P23,0.022695326,0.004131322,0.001354556,0.003723108,0.007620873,0.000358752,0.00384278,0.004529631,0.048256348,8,0.072795086,P23,Prevotella.jejuni,set2,Prevotella
Prevotella.jejuni,0.08991009,0.057610504,P09,0.000950245,0,0.000132635,0.00347211,0.004776487,0.000300243,0.000618753,0.001472176,0.011722649,7,0.057610504,P09,Prevotella.jejuni,set1,Prevotella
Prevotella.jejuni,0.137862138,0.070403549,P13,0,0.000733941,3.22E-05,0.285985524,0,0.000267201,0.000108405,0.07293087,0.360058141,6,0.047952048,P13,Prevotella.jejuni,set2,Prevotella
Prevotella.jejuni,0.137862138,0.125238504,P25,0.160268134,0.000837202,0.025561308,0.018830423,0.158522716,0.028825588,0.10815475,0.000366421,0.501366542,8,0.047952048,P25,Prevotella.jejuni,set2,Prevotella
Prevotella.jejuni,0.216783217,0.044108299,P14,0.007526089,0.005725773,0.005297745,0.392338236,0.004105058,0.010364386,1.84E-05,0.144167533,0.56954322,8,0.044108299,P14,Prevotella.jejuni,set2,Prevotella
